1272456800_355145500_45,1272146600_355616500_270,equal
1271311900_355941500_90,1271597400_355418700_135,equal
1271361700_355911800_270,1271327600_356097400_315,left
1272456800_355145500_225,1273097600_355245900_270,equal
1271248600_355978300_180,1273021500_355208500_315,left
1272930500_355077100_45,1272671500_355292300_0,right
1271302800_355933400_135,1271320100_356053400_180,right
1272664600_355145000_45,1271569600_355577800_45,left
1273038700_355005400_45,1271556700_355408100_180,right
1271508700_355471300_90,1273047600_354948700_270,equal
1272888600_355096200_45,1273131300_355105000_45,left
1271225600_356058700_225,1271618400_355415500_225,right
1272613600_355109100_315,1272116600_355603300_135,equal
1273120900_355072000_180,1273108800_355023300_0,equal
1272514600_355170600_0,1272630200_355172200_180,left
1273076300_355185900_180,1271273300_355999700_135,left
1273069400_355280900_180,1272232000_355547000_315,equal
1271464200_355470700_0,1271398300_355983300_45,right
1271367600_355468200_135,1272991600_355265700_135,equal
1273090600_355170200_135,1273092900_355187600_0,left
1273125800_355122300_225,1272623200_355195400_315,equal
1273037400_354967000_0,1272181700_355747300_0,right
1272040600_355691400_225,1271298600_355976000_315,equal
1273130800_355063700_0,1272063100_355645600_270,equal
1272654700_355104500_180,1272600300_355208400_135,equal
1273069700_355202500_90,1271458500_355461500_270,right
1272555500_355203300_225,1271433000_355910200_0,left
1272902500_355222300_270,1272208400_355544500_45,equal
1273087600_355206900_90,1273004800_355276800_45,right
1272905400_355024000_45,1271378500_355900200_45,right
1272406700_355277600_135,1272149400_355691500_90,equal
1272067100_355707400_315,1272209100_355752500_315,equal
1271391600_355895200_90,1272071900_355512400_180,left
1271457600_355560500_0,1273108800_355252900_45,equal
1272962100_355232400_180,1272926500_355271700_180,right
1271263000_355872900_180,1271383400_355387700_90,right
1271471400_355378800_270,1272993100_355034700_0,right
1272663500_355141700_90,1272954100_355085400_315,left
1272971300_355229200_180,1272514400_355160000_90,equal
1273126400_355192900_0,1271484100_355529600_135,right
1271306500_356010800_0,1273037400_354967000_45,left
1272911000_355084300_135,1272544800_355203100_180,left
1272445600_355185700_225,1273118900_355186500_225,right
1272046500_355663900_270,1273144600_355076900_90,left
1272033400_355663000_315,1272460800_355173700_315,equal
1273117300_355113000_315,1273074500_355295200_225,equal
1272669200_355180700_135,1271511000_355419900_315,equal
1272267400_355561700_0,1272122400_355647200_135,right
1273109400_355247100_225,1272140700_355495900_45,equal
1272942500_355193100_315,1273153400_355153700_315,equal
1273087500_355108000_90,1271297600_355949400_0,right
1272970200_355302200_225,1273117000_355128100_0,equal
1272958800_355071600_135,1272216500_355506600_135,equal
1271252300_356079300_0,1272987800_355056000_135,equal
1271351300_355822100_135,1273127200_355074400_270,equal
1272158600_355633000_135,1272906000_355026000_270,left
1271377700_356008300_135,1272677800_355204200_90,equal
1272852700_355119000_180,1272952400_355292800_135,left
1272062500_355647500_225,1272970700_355238100_270,equal
1272079300_355511900_270,1272439100_355143200_0,equal
1272898400_355181400_315,1272486400_355096800_135,equal
1272863400_355106100_135,1273076300_355185900_45,left
1272689600_355247700_135,1271418200_355350100_135,equal
1273068600_355052200_180,1271260800_356106200_180,left
1271435000_355291000_180,1271499000_355572100_225,right
1272445400_355181000_225,1272058700_355515200_180,left
1271390800_356089200_0,1272114800_355671000_135,equal
1273129900_355148300_90,1271379800_355997700_315,right
1272495500_355330200_270,1272943700_355272100_225,equal
1272058700_355479700_270,1271298800_355976900_225,left
1271460600_355474700_270,1272063100_355645600_0,equal
1271485300_355471400_180,1271455900_356003700_180,left
1271502700_355530100_135,1271393500_355303100_90,equal
1272948900_355041900_225,1272443100_355169400_225,right
1272119300_355637400_135,1272143300_355521100_135,right
1272486300_355092000_45,1273122600_355094500_225,right
1273144100_355091800_45,1273056400_354983400_270,equal
1272121700_355655100_225,1272676800_355198700_90,right
1271420600_356064700_90,1271456500_355578700_315,left
1273039700_355028100_90,1273067900_355281200_180,right
1272298600_355543100_180,1271394700_355298600_180,right
1272947200_355042200_135,1272089700_355461500_135,right
1272969900_355250200_90,1271498300_355422600_315,right
1272004600_355629000_315,1272129300_355579400_135,equal
1271589900_355398200_315,1273019700_355046100_45,equal
1271581100_355451700_180,1271573500_355568900_0,left
1271401200_355351600_315,1273100300_355202200_180,equal
1271384600_355899400_315,1273128000_355106800_315,equal
1271225000_356108400_315,1272119500_355614700_225,equal
1273061800_355198900_45,1272297300_355543000_45,right
1271274500_355886700_0,1271402500_355920600_315,right
1271381000_356098100_225,1272138800_355733800_270,right
1272113900_355581200_90,1272271400_355527200_45,equal
1271339000_356135400_225,1271302800_355933400_0,equal
1272272100_355566700_45,1272101300_355721800_315,equal
1271262000_356022500_0,1272215600_355509400_90,equal
1272214800_355756600_135,1271322800_355850200_90,left
1272437500_355132600_315,1271458500_355534800_225,left
1272517500_355303600_270,1273075100_355026900_135,right
1273092800_355151900_0,1273119900_355035500_180,left
1273079200_355084600_90,1272931000_355199800_180,equal
1273091800_355173900_225,1271434100_355543600_90,right
1272575000_355391800_180,1272474800_355173300_90,equal
1273076300_355185900_135,1272230700_355698000_0,right
1271450700_355439800_90,1272158800_355726500_135,right
1271598200_355443300_315,1272682500_355244600_180,left
1271530500_355619800_315,1273148300_355097600_135,equal
1271328600_356017700_90,1272461200_355263600_0,left
1272980000_355269400_270,1273153400_355153700_0,equal
1273128000_355013400_270,1272515100_355214500_225,left
1272999800_355293300_180,1273069500_355218200_225,left
1271396400_355915200_270,1272606300_355165100_45,right
1271619700_355437400_315,1272922100_355079000_135,equal
1273107500_355098300_180,1271294500_356060200_225,equal
1272168000_355526400_90,1271466900_355486800_90,right
1271554400_355406800_180,1271398000_355891500_180,equal
1272210000_355748800_225,1272034200_355662900_270,right
1272271600_355562100_180,1273050900_355009600_0,left
1272275300_355685700_0,1272514600_355170600_180,right
1272194400_355710900_180,1271334900_356018300_45,equal
1273143800_355086600_180,1272674300_355263100_45,right
1271418000_355478300_45,1272623400_355160400_135,equal
1272517500_355303600_315,1272113500_355673000_270,right
1273087200_355189100_135,1273057700_355028000_0,right
1271438800_355417100_180,1273003100_355247700_315,left
1271417500_355342900_0,1272178000_355487300_315,left
1271448000_355352700_270,1272121400_355668000_270,right
1272898900_355204600_270,1272471600_355173300_225,left
1273063100_355032100_270,1273022300_354969900_180,right
1273118400_355067900_90,1273100200_355110800_45,right
1272619300_355381100_315,1271488500_355291000_135,right
1272992400_355262400_45,1273053900_355038500_270,right
1272952400_355292800_180,1272003800_355585300_0,left
1271598200_355443300_0,1271381900_356150500_45,equal
1273001500_355269600_0,1273086800_355165900_270,left
1272992400_355262400_135,1273122400_355110100_270,left
1272519000_355180400_135,1271337300_355931100_270,right
1273152900_355129600_180,1272958800_355071600_225,right
1271616200_355385100_315,1271374500_355513900_90,right
1271579200_355401400_270,1272243500_355731900_270,equal
1272999500_355219700_0,1273154100_355134600_135,left
1273082200_355258100_45,1272660400_355387800_270,equal
1272085100_355716900_225,1271324000_356097800_90,equal
1272130900_355785300_180,1271607400_355480800_135,right
1272533400_355119700_45,1272964500_355025700_90,left
1273116600_355015800_180,1272138400_355633400_315,right
1273064300_355040800_270,1272034100_355656900_45,right
1273122600_355212600_0,1272273900_355613100_45,right
1272050500_355638600_90,1272970300_355235300_0,left
1271229200_356107800_225,1272489200_355232800_315,left
1272913800_355083200_0,1271426400_355361500_315,equal
1272208900_355584500_270,1271323700_355972500_315,left
1273108100_355272500_270,1271547600_355410700_90,right
1273053900_355072900_180,1272970300_355229500_90,right
1273121100_355167200_45,1272119300_355637400_315,right
1272547400_355188500_270,1271427600_355976200_315,right
1273058600_355281800_225,1272425500_355166300_315,equal
1272458800_355318400_225,1272140700_355626100_90,right
1271418000_356118000_270,1271437400_355454500_45,left
1272453100_355125000_225,1272947500_355048600_0,equal
1271421300_355505300_225,1272272100_355523900_0,equal
1271439100_356082000_135,1271380500_355389900_90,right
1271313700_355872200_180,1271344000_356046700_225,equal
1272085800_355753000_0,1273094300_355181100_180,equal
1272405700_355237000_135,1272852900_355116900_315,equal
1272970700_355231900_0,1271380700_356150800_135,right
1271330100_355862900_90,1272600100_355139800_180,right
1273067000_355033600_270,1273064900_355257000_315,left
1272953900_355280600_90,1273154600_355137700_90,equal
1272166700_355553200_180,1272562700_355399400_180,right
1273086700_355163200_315,1271555900_355410900_45,equal
1273105600_355112300_45,1272251800_355735700_135,left
1271379000_355898400_180,1271535100_355462700_0,equal
1272213800_355613000_315,1272607500_355114000_45,left
1272969000_355014400_180,1272163500_355696600_270,right
1272562600_355227200_315,1272106700_355424800_225,left
1273155800_355066000_270,1272502900_355244000_270,left
1273004300_354957800_225,1273094300_355131400_90,left
1271271000_356048300_225,1272173600_355507200_90,right
1272561500_355066500_270,1273121800_355241900_135,equal
1271425800_355363500_45,1271308500_355943200_0,left
1271453400_355539700_225,1272630200_355172200_270,left
1273112200_354987800_90,1272603700_355153700_225,equal
1272163000_355562100_225,1272481300_355345000_135,left
1273064900_355230800_315,1273116000_355013300_135,equal
1272952400_355037400_45,1272266600_355544600_0,right
1271579700_355495900_0,1271506300_355420000_90,left
1273088100_355037400_270,1271397600_355309900_270,right
1272269700_355555200_0,1272969900_355250200_90,left
1272536400_355404000_270,1273084200_355071300_225,left
1272956700_355067200_135,1272126400_355727900_180,equal
1272162000_355556200_225,1272999900_355219700_0,equal
1271400600_355982600_270,1272409800_355164700_315,equal
1272950100_355174400_180,1272478000_355124000_135,right
1272942900_355229300_90,1272676400_355245300_135,right
1272499600_355343300_90,1272931000_355001600_225,equal
1271339100_355995300_135,1273093800_355022000_90,right
1271273500_356071500_135,1271456500_355578700_180,right
1272067100_355707400_315,1273092600_355102900_180,left
1272058700_355515200_135,1272071900_355512400_0,right
1272601900_355387500_0,1272520300_355168600_270,equal
1272602800_355389100_90,1271335100_355913900_180,left
1272110700_355610600_0,1271392400_355894600_90,right
1272293000_355655000_270,1273116800_355086400_135,left
1272884400_355096500_90,1273052500_355084800_45,left
1272460800_355179900_45,1272164300_355540500_315,right
1272972500_355238400_45,1271547200_355580800_45,equal
1271450400_355539100_135,1273159700_355138000_45,left
1272465800_355296200_225,1272100300_355711100_315,left
1271559800_355403200_180,1273031800_354970700_180,left
1271396400_355985200_0,1271433700_355435600_135,right
1273110800_355073100_135,1273070300_355201700_225,left
1272044400_355695300_90,1272605300_355289500_180,equal
1272668100_355325600_90,1273098000_355235300_270,right
1272611400_355173500_315,1272951400_355042800_315,left
1271450100_355488300_225,1272112800_355429100_45,left
1273072300_355207000_225,1272487600_355252600_270,left
1273092600_355043100_45,1271472600_355501100_135,right
1272997300_354976100_225,1271509200_355589800_0,right
1272003600_355580900_45,1272243500_355480600_90,left
1272486600_355118800_135,1272972700_355047500_225,left
1273094100_355056300_225,1272929700_354975700_135,right
1271396400_355915200_0,1272670000_355290900_45,right
1273155800_355064000_315,1272113700_355548100_0,right
1271582500_355497000_225,1272667800_355306800_225,left
1272472100_355260400_225,1272298600_355543100_45,right
1272195000_355711200_90,1271233500_356030900_135,left
1273108800_355107400_135,1271307400_355945600_225,right
1273129300_355097100_0,1273094200_355037700_135,right
1271229600_356104300_0,1273084200_355071300_135,equal
1272913800_355083200_225,1272869700_355103700_135,left
1271486400_355359000_90,1271476600_355484300_225,right
1272890600_355055200_90,1273169400_355086600_270,left
1272192400_355579900_225,1272500400_355120500_45,right
1271473700_355532400_45,1272921500_355080400_225,left
1272987900_355281600_225,1272477000_355332400_225,right
1271436500_355343600_315,1272232600_355664900_135,right
1272992300_354994000_270,1273089400_354970600_0,left
1273156400_355145000_225,1273130800_355071400_0,right
1272414900_355171200_0,1272545200_355339800_135,left
1272168500_355637100_90,1272116200_355763300_135,left
1272094200_355440100_45,1273117200_355079600_270,left
1271450100_355441600_0,1271268000_356146700_315,left
1272098900_355720000_180,1271273300_355999700_270,left
1271335300_356135500_315,1272063300_355475000_90,left
1273022500_355059500_45,1272215400_355482900_90,right
1272664200_355333000_90,1272003600_355580900_135,right
1272487300_355209800_135,1272187300_355429300_0,left
1273172800_355116900_315,1272104100_355488500_45,right
1273053300_355117700_315,1272967500_355010100_135,right
1272405700_355237000_90,1271395000_355871200_45,left
1273086200_355037300_225,1272416100_355237600_90,left
1272666800_355314400_0,1271379800_356070800_45,left
1272553000_355220800_315,1272581100_355093100_45,equal
1272111600_355435300_315,1272619400_355139200_225,right
1273108100_355272500_135,1273068000_355202700_315,right
1272989500_355280800_0,1272122800_355649400_0,right
1272178900_355555200_225,1272578900_355390100_270,right
1273127500_355123400_135,1271353200_355349300_180,right
1273120000_355109700_225,1272404700_355236800_135,right
1273154100_355074700_0,1273023900_354986500_270,right
1273106400_355147200_315,1272994200_355165700_0,equal
1272654600_355061700_135,1271441500_355565700_135,left
1272963800_355278400_0,1272483400_355061100_0,right
1273060800_355026800_90,1272079300_355511900_270,right
1273125800_355047600_225,1272610100_355383700_0,right
1272641900_355106500_45,1272411000_355274900_270,left
1271299100_356058900_45,1273161500_355195200_135,equal
1273090900_355075300_270,1273089500_355157400_0,right
1271391600_355895200_45,1272088500_355641100_225,left
1273067000_355029500_45,1271217900_356035100_135,left
1271409600_356019500_90,1272298400_355542900_270,right
1271274500_355886700_0,1271242200_356108000_90,right
1272562500_355066200_315,1271422200_355615300_180,left
1271342200_356034100_180,1272488200_355226500_270,left
1272603200_355389100_45,1272297300_355543000_270,right
1272641100_355193000_315,1272998500_355189000_135,left
1271341700_355999600_225,1272118300_355675400_0,left
1271273100_355887100_270,1272070400_355707400_45,right
1272700300_355246800_315,1271394300_355985700_90,equal
1271482200_355423200_180,1271334100_355928600_270,equal
1271265700_356102900_315,1273092300_355216800_90,left
1272097500_355721600_0,1271500300_355604400_180,left
1272085800_355753000_225,1273115600_355156100_90,left
1272501200_355112100_135,1273118400_355069100_135,equal
1273051600_354999400_0,1272535900_355393400_0,equal
1271413700_355440800_90,1271435000_355291000_225,left
1272065500_355577100_45,1272952400_355292800_315,equal
1272094300_355716200_315,1273091300_355159600_180,equal
1272460900_355272200_45,1272297300_355543000_45,equal
1273042000_355280000_45,1271256500_356024100_90,equal
1272490100_355244900_45,1271276100_356006800_270,equal
1272128700_355650000_270,1273172800_355116900_180,left
1273061500_354965500_45,1272091200_355456700_225,equal
1272993900_355164300_135,1272968200_355063300_90,right
1272630200_355172200_45,1271591000_355401900_0,equal
1271486600_355286600_90,1272906000_355026000_90,left
1273092500_355069000_315,1272977300_354983000_180,equal
1272929200_355076300_135,1272664600_355145000_180,equal
1272943700_355035400_90,1272595700_355110800_90,right
1272677800_355204200_225,1273045300_354971100_135,left
1271568200_355453300_135,1272213000_355519100_315,equal
1272034100_355656900_45,1271457200_355557600_90,left
1272185500_355556200_45,1272664600_355145000_315,right
1273032600_355044800_315,1271219700_355846500_315,equal
1272457700_355340600_90,1271469200_355492600_0,right
1272433500_355285000_45,1272173600_355507200_180,right
1273136200_355200400_270,1273129300_355097100_45,left
1273140100_355126600_225,1272175500_355639600_90,right
1272545100_355206800_135,1272159000_355591200_90,left
1273125800_355047600_315,1271418700_356116400_45,equal
1272503400_355164900_90,1271450100_355441600_135,equal
1271456400_355454600_270,1273162100_355176200_45,right
1272069600_355682800_225,1271415200_355343300_225,right
1271271000_356006600_315,1272517100_355303300_45,right
1272980000_355269400_315,1272088500_355429800_180,right
1273154100_355080500_180,1273112900_355226600_180,equal
1271366600_355367400_180,1272676400_355245300_0,right
1272995000_355276400_90,1272485700_355203300_90,left
1271578400_355524800_180,1272460700_355130800_135,equal
1272095100_355437400_135,1271458200_355506500_45,equal
1272654000_355101600_180,1272079100_355655200_135,right
1271590200_355399700_270,1271439100_356082000_0,right
1272424600_355239100_90,1273091500_355127400_0,right
1272654500_355164400_315,1272065700_355578600_135,right
1271388400_355906600_315,1272437800_355196100_135,equal
1272982600_355190000_225,1271450700_355323700_315,left
1272857800_355108400_135,1271263400_356105900_180,equal
1271622600_355509300_0,1272132300_355712600_90,equal
1271219700_355846500_270,1273121800_355241900_315,left
1271425500_355362400_315,1271409600_356019500_90,left
1272443300_355147900_180,1271224800_355901600_270,right
1273112600_355223000_225,1271570600_355578100_135,right
1273124400_355102200_270,1272578900_355390100_225,right
1273136800_355228100_180,1273005300_355236300_135,equal
1272950800_355248100_135,1271568200_355453300_135,right
1271331100_356015400_45,1272555500_355229100_270,right
1271326800_355932900_135,1271467800_355479400_45,equal
1273019500_355159700_315,1272956000_355065800_90,right
1272905400_355024000_180,1272666300_355161000_315,right
1272967800_355301500_90,1272985400_355022500_180,left
1271573900_355593800_135,1272447400_355356600_225,right
1272506500_355391900_225,1272562500_355228200_180,right
1272078100_355686600_90,1271449000_355429200_270,right
1272016400_355632200_270,1271492100_355553700_135,right
1271588100_355472400_135,1272215600_355509400_270,right
1273051600_354999400_225,1271327300_356020500_135,equal
1272893600_355061700_315,1271280200_356146100_315,equal
1272593000_355254000_315,1272588100_355386900_180,equal
1272988300_355291100_45,1272641500_355336400_315,equal
1271274300_356018900_225,1272459100_355081100_225,equal
1271369500_355514800_135,1271594300_355534200_315,left
1272220300_355659800_225,1272461200_355263600_180,left
1272897900_355182200_180,1272648400_355136600_315,right
1271537800_355579800_0,1272082800_355511100_135,right
1272982600_355190000_90,1273119500_355197000_225,equal
1272067100_355474200_225,1271447900_355426200_135,right
1273015500_354969500_315,1271493900_355299900_0,right
1271588500_355395000_180,1273096200_355227400_180,left
1271266400_355997500_0,1272517500_355303600_180,equal
1272580700_355203600_45,1271381900_356016400_225,equal
1272486000_355085300_45,1272094000_355727100_135,right
1272069600_355682800_270,1273105600_355112300_45,right
1271232700_356032400_270,1272942800_355072200_315,equal
1272057500_355477000_135,1272607400_355171900_90,equal
1272117800_355756700_0,1273023100_354970000_135,equal
1273070500_355065200_225,1272594200_355260500_315,right
1273116700_355132500_180,1272194400_355710900_45,right
1271365500_355855700_0,1272663200_355146100_135,equal
1273155500_355140300_225,1272124700_355728000_90,right
1273065900_355035400_90,1271273100_355887100_225,left
1272487300_355251800_270,1273120000_355004700_90,left
1271463400_355550200_90,1272142200_355684900_270,right
1272447600_355321300_135,1272574800_355389300_270,equal
1271253800_356011700_135,1271382900_355559100_90,right
1272999700_355054200_315,1272022500_355522200_270,right
1272448400_355143500_45,1273040400_355205000_135,equal
1272602900_355389900_270,1272674300_355204600_180,left
1272494600_355122200_315,1272932700_355197200_315,equal
1273049100_355004100_0,1272460800_355195900_225,left
1273120800_355227000_135,1272431100_355268700_180,equal
1272058700_355515200_315,1272546800_355170600_45,left
1271455200_355605500_225,1272549800_355203100_135,left
1273055200_355001200_45,1272039900_355696200_180,right
1272640800_355105700_315,1271546400_355601400_90,left
1271365900_355838800_225,1273045600_355028600_45,equal
1271394900_355531100_45,1273107500_355098300_270,equal
1273095400_355194500_0,1272560100_355055100_315,right
1271359300_355424500_180,1272954100_355085400_225,right
1273082100_355090200_135,1271534300_355462100_90,right
1273116500_355101600_180,1273132500_355047400_0,right
1272643700_355106300_90,1272579200_355387900_270,left
1272988600_355238000_180,1271291500_356030800_45,left
1272515500_355220100_180,1271288100_356171200_135,equal
1271297600_355949400_45,1273139600_355228300_315,left
1271242900_356028200_90,1273109700_355204400_180,left
1273091900_355220600_0,1272989500_355196900_225,equal
1272993100_355034700_45,1271404300_355527900_180,right
1272081800_355511400_0,1272065100_355648800_0,equal
1273023500_355159900_270,1273021000_355024500_45,left
1273089200_355025000_135,1273096200_355227400_0,left
1271485000_355461400_45,1272997300_354976100_180,left
1271272100_355887800_135,1272535000_355394600_45,equal
1271290200_356026500_0,1273090400_355123900_225,left
1271395000_355871200_0,1272088500_355429800_0,right
1272132300_355712600_315,1271450500_355432500_90,left
1271624700_355438300_180,1271234600_355986600_315,equal
1272610100_355383700_270,1273124500_355073500_270,left
1271594300_355534200_0,1273093600_355129100_270,right
1272600500_355204700_225,1272113600_355589800_0,equal
1272489400_355234200_180,1272670000_355290900_180,equal
1271450700_355439800_135,1271511200_355520600_0,left
1271428900_356013200_0,1271466900_355486800_45,right
1273118400_355053700_90,1272562000_355063900_225,right
1272990900_355057100_0,1271277400_355896500_0,right
1272554100_355230000_135,1272999800_355293300_0,equal
1271408500_356118700_225,1271445700_355971100_315,right
1271450700_355323700_0,1273070100_355194800_45,equal
1272991400_354993800_135,1273154100_355074700_45,right
1272455800_355147000_225,1272076900_355512500_315,equal
1272515000_355213600_180,1271270900_355979100_270,left
1273079400_355222300_90,1272995000_355052100_90,right
1271249400_355980000_0,1272114800_355671000_45,equal
1272689600_355247700_180,1272130500_355728200_225,right
1271602600_355548000_270,1271318200_355937900_180,right
1272170500_355741000_0,1272476300_355330700_225,right
